,Transformation parameter epsilon,RMS myeloma PLM,Parameter A,Parameter gamma,Inverse parameter A,Inverse parameter gamma
332,0.6910656574952007,0.6298642414642013,2.4499092973364708e-08,4.183251089017534,4.4121719490946114e-07,4.183251089017534
333,0.6931471805599453,0.6298982691818586,2.436269676898294e-08,4.182619999053124,4.4240440234687685e-07,4.182619999053124
334,0.6952287036246898,0.6299324029280455,2.4226993910098018e-08,4.181989990468256,4.4359276339422516e-07,4.181989990468256
335,0.6973102266894344,0.6299666219317077,2.409199508513426e-08,4.181360946971594,4.447824921466052e-07,4.181360946971594
336,0.6993917497541791,0.6300009556430425,2.395767193757843e-08,4.180733076710708,4.4597318449441914e-07,4.180733076710708
337,0.7014732728189236,0.6300353368991308,2.382406764360129e-08,4.180105990767508,4.471655774230644e-07,4.180105990767508
338,0.7035547958836682,0.630069857911307,2.3691119392284303e-08,4.179480187692414,4.4835870779813024e-07,4.179480187692414
339,0.7056363189484127,0.630104451634141,2.3558863743655017e-08,4.17885533290195,4.495532104810869e-07,4.17885533290195
340,0.7077178420131573,0.6301391459451612,2.342728256709413e-08,4.1782315515883335,4.5074883702749903e-07,4.1782315515883335
341,0.7097993650779019,0.6301739170328502,2.3296383181416615e-08,4.1776087535319615,4.5194575476933157e-07,4.1776087535319615
342,0.7118808881426465,0.6302087882938967,2.3166150248981072e-08,4.176987041981725,4.5314375606595577e-07,4.176987041981725
343,0.7139624112073911,0.6302437498321694,2.30365841607541e-08,4.176366386255275,4.5434289265844587e-07,4.176366386255275
344,0.7160439342721356,0.6302787978184903,2.2907682527482793e-08,4.175746779429988,4.5554317051651796e-07,4.175746779429988
345,0.7181254573368803,0.6303139182740637,2.2779448252669318e-08,4.1751281681547185,4.5674468664593484e-07,4.1751281681547185
346,0.7202069804016248,0.6303491445140124,2.2651867209726943e-08,4.174510647581913,4.5794724605598116e-07,4.174510647581913
347,0.7222885034663694,0.6303844404053778,2.2524944762833945e-08,4.1738941435265655,4.5915098796618715e-07,4.1738941435265655
348,0.7243700265311139,0.6304198324515327,2.239866792144278e-08,4.173278742723397,4.603557328453276e-07,4.173278742723397
349,0.7264515495958586,0.6304553017889412,2.2273038938512783e-08,4.172664398136699,4.615615658216834e-07,4.172664398136699
350,0.7285330726606032,0.6304908613927195,2.2148056008168172e-08,4.172051097655708,4.627685019431339e-07,4.172051097655708
351,0.7306145957253477,0.6305264929004585,2.2023718564550998e-08,4.171438818649201,4.6397657927826846e-07,4.171438818649201
352,0.7326961187900923,0.6305622137323574,2.1900013286459295e-08,4.170827653642561,4.6518560546081085e-07,4.170827653642561
353,0.7347776418548368,0.6305979066308516,2.1777121858925785e-08,4.170215910811393,4.663989462418233e-07,4.170215910811393
354,0.7368591649195815,0.6306338944280623,2.1654504225132902e-08,4.169608511042627,4.676067784023138e-07,4.169608511042627
355,0.738940687984326,0.6306698563649125,2.1532696753519687e-08,4.169000511373275,4.688189525474707e-07,4.169000511373275
356,0.7410222110490706,0.6307059044254173,2.141150890948703e-08,4.168393631084358,4.700320303219586e-07,4.168393631084358
357,0.7431037341138153,0.6307420218238885,2.1290942187823018e-08,4.167787829474951,4.71246085431085e-07,4.167787829474951
358,0.7451852571785598,0.6307782025940748,2.1171011391949324e-08,4.167182939369651,4.724614466263052e-07,4.167182939369651
359,0.7472667802433044,0.6308144836783458,2.105167434607349e-08,4.166579328707335,4.736773614743822e-07,4.166579328707335
360,0.7493483033080489,0.630850822901095,2.0932964539866393e-08,4.165976655119536,4.7489451479811923e-07,4.165976655119536
361,0.7514298263727935,0.6308872317966328,2.081486557983129e-08,4.165375045146331,4.761126423018059e-07,4.165375045146331
362,0.7535113494375381,0.6309237456112069,2.0697355638590008e-08,4.164774679576985,4.773313644528292e-07,4.164774679576985
363,0.7555928725022827,0.6309603124069093,2.0580462049583583e-08,4.164175270269357,4.785512619220559e-07,4.164175270269357
364,0.7576743955670273,0.6309969605461665,2.046416014184685e-08,4.163577026435043,4.797718974213597e-07,4.163577026435043
365,0.7597559186317718,0.6310336587622868,2.0348466045509407e-08,4.16297976472244,4.809936391705273e-07,4.16297976472244
366,0.7618374416965165,0.6310704528335587,2.0233359308398206e-08,4.162383655303022,4.822161263592457e-07,4.162383655303022
367,0.763918964761261,0.6311072961370002,2.0118850895733902e-08,4.161788564343231,4.834396280595417e-07,4.161788564343231
368,0.7660004878260056,0.6311442315203311,2.0004920085268954e-08,4.161194667524291,4.846637700168022e-07,4.161194667524291
