,Transformation parameter epsilon,RMS myeloma IM-III,Parameter A,Parameter tau,Parameter C,Parameter alpha,Inverse parameter A,Inverse parameter gamma,Inverse parameter C,Inverse parameter alpha
0,0.24971882044410648,0.24971882044410648,0.04517264680933023,13.710618848766421,0.9990260617789555,0.1273620116804712,0.04517264680933023,13.710618848766421,0.9990260617789555,0.1273620116804712
1,0.24969440375673996,0.24969440375673996,0.04878982860491096,14.30372818665496,0.9989474718849038,0.12733325249156216,0.04878982860491096,14.30372818665496,0.9989481692764164,0.12733325249156216
2,0.25158333770550023,0.25158333770550023,0.47540497627823103,31.250050227060658,0.9898736595373867,0.12376837762281079,0.47540497627823103,31.250050227060658,0.9898841531931496,0.12376837762281079
3,0.2524129202054441,0.2524129202054441,0.474313962400415,31.23543665865409,0.9898889255059977,0.1237857696481799,0.474313962400415,31.23543665865409,0.9899046482925099,0.1237857696481799
4,0.24961571816855357,0.24961571816855357,0.040715352186859864,12.915339319368229,0.9991196140017375,0.12741588652828623,0.040715352186859864,12.915339319368229,0.9991219555537693,0.12741588652828623
5,0.24965670662208642,0.24965670662208642,0.0406599212955607,12.907166478275473,0.9991201956030576,0.12742256440218613,0.0406599212955607,12.907166478275473,0.9991231199019983,0.12742256440218613
6,0.24955481505116905,0.24955481505116905,0.04078338149878227,12.931829479178171,0.9991169164104764,0.1274262815244814,0.04078338149878227,12.931829479178171,0.9991204368864265,0.1274262815244814
7,0.25567680621067246,0.25567680621067246,0.46975010577310145,31.173468911680544,0.9899546530215294,0.12385622325159527,0.46975010577310145,31.173468911680544,0.9899911600004023,0.12385622325159527
8,0.2564789883463641,0.2564789883463641,0.4686187842646915,31.15806003818953,0.9899709620968291,0.12387402643446586,0.4686187842646915,31.15806003818953,0.9900126339032485,0.12387402643446586
9,0.24977819254427178,0.24977819254427178,0.03916528573876925,12.626494484904272,0.9991501429782749,0.12745642946706853,0.03916528573876925,12.626494484904272,0.9991552253133926,0.12745642946706853
10,0.2504834775597437,0.2504834775597437,0.07553823047932769,17.66354034405511,0.9983616069480418,0.1271408545208116,0.07553823047932769,17.66354034405511,0.9983722518600897,0.1271408545208116
11,0.24972786813619355,0.24972786813619355,0.04803200930885524,14.199368464374093,0.9989565887550447,0.12738827715040746,0.04803200930885524,14.199368464374093,0.9989641679868392,0.12738827715040746
12,0.25058010943458103,0.25058010943458103,0.06908956404836762,16.987933560831536,0.9984980569055378,0.12721257204076852,0.06908956404836762,16.987933560831536,0.998510778887106,0.12721257204076852
13,0.2497346111527258,0.2497346111527258,0.04514326932440378,13.730791291606424,0.9990171907528532,0.12743590702356966,0.04514326932440378,13.730791291606424,0.9990262874417284,0.12743590702356966
14,0.2501404041505997,0.2501404041505997,0.05208661420087948,14.837590990289998,0.9988616242555167,0.12739692592766177,0.05208661420087948,14.837590990289998,0.9988765747912571,0.12739692592766177
15,0.25057729160624115,0.25057729160624115,0.06208158662856272,16.183922268035637,0.9986426531033781,0.12731476655734722,0.06208158662856272,16.183922268035637,0.9986612516044032,0.12731476655734722
16,0.24879147395438728,0.24879147395438728,0.031895387867038855,11.06512104223375,0.9993015343729791,0.12758493892592085,0.031895387867038855,11.06512104223375,0.9993117407359189,0.12758493892592085
